,0,1,2,3
10307,Spending Agency Budget Performance Reports,2015/16,National Planning Authority.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/National%20Planning%20Authority.pdf
10308,Spending Agency Budget Performance Reports,2015/16,Office of the Prime Minister.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Office%20of%20the%20Prime%20Minister.pdf
10309,Spending Agency Budget Performance Reports,2015/16,Public Service Commission.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Public%20Service%20Commission.pdf
10310,Spending Agency Budget Performance Reports,2015/16,Auditor General.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Auditor%20General.pdf
10311,Spending Agency Budget Performance Reports,2015/16,Ethics and Integrity.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Ethics%20and%20Integrity.pdf
10312,Spending Agency Budget Performance Reports,2015/16,Inspectorate of Government.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Inspectorate%20of%20Government.pdf
10313,Spending Agency Budget Performance Reports,2015/16,KCCA-Accountability.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/KCCA-Accountability_3.pdf
10314,Spending Agency Budget Performance Reports,2015/16,Ministry of Finance.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Ministry%20of%20Finance.pdf
10315,Spending Agency Budget Performance Reports,2015/16,PPDA.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/PPDA.pdf
10316,Spending Agency Budget Performance Reports,2015/16,Uganda Bureau of Statistics.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Uganda%20Bureau%20of%20Statistics.pdf
10317,Spending Agency Budget Performance Reports,2015/16,URA.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/URA.pdf
10318,Spending Agency Budget Performance Reports,2015/16,Electoral Commission.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Electoral%20Commission.pdf
10319,Spending Agency Budget Performance Reports,2015/16,Ministry of Foreign Affairs.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Ministry%20of%20Foreign%20Affairs.pdf
10320,Spending Agency Budget Performance Reports,2015/16,Office of the President-Public Administration.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Office%20of%20the%20President-Public%20Administration_3.pdf
10321,Spending Agency Budget Performance Reports,2015/16,State House.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/State%20House.pdf
10322,Spending Agency Budget Performance Reports,2015/16,Hoima Referral Hospital.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Hoima%20Referral%20Hospital_1.pdf
10323,Spending Agency Budget Performance Reports,2015/16,Masaka Referral Hospital.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Masaka%20Referral%20Hospital.pdf
10324,Spending Agency Budget Performance Reports,2015/16,Naguru Referral Hospital.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Naguru%20Referral%20Hospital_0.pdf
10325,Spending Agency Budget Performance Reports,2015/16,Parliamentary Commission-Legislature.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Parliamentary%20Commission-Legislature_3.pdf
10326,Spending Agency Budget Performance Reports,2015/16,Uganda Cotton Development Organisation.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Uganda%20Cotton%20Development%20Organisation.pdf
10327,Spending Agency Budget Performance Reports,2015/16,Uganda Blood Transfusion Services.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Uganda%20Blood%20Transfusion%20Services.pdf
10328,Spending Agency Budget Performance Reports,2015/16,UgandaTourism Board.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/UgandaTourism%20Board.pdf
10329,Spending Agency Budget Performance Reports,2015/16,Uganda Heart Institute-Health.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Spending%20Agency%20Budgets%20and%20Performance/Uganda%20Heart%20Institute-Health_3.pdf
10330,National Budget Performance Reports,2015/16,Semi Annual Budget Performance Report FY 2015-16.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Semi%20Annual%20Budget%20Performance%20Report%20FY%202015-16.pdf
10331,Central Government Expenditure Limits,2015/16,FOURTH QUARTER CASH LIMITS FOR FY 2015-16.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/FOURTH%20QUARTER%20CASH%20LIMITS%20FOR%20FY%202015-16.pdf
10332,Local Government Performance Reports,2015/16,Busia MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Busia%20MC_1.pdf
10333,Local Government Performance Reports,2015/16,Mbale DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mbale%20DLG.pdf
10334,Central Government Expenditure Limits,2015/16,MEDIA BRIEFING NOTE-FY 2015-16 PERFORMANCE.pdf,https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/MEDIA%20BRIEFING%20NOTE-FY%202015-16%20PERFORMANCE.pdf
10335,Local Government Releases,2015/16,MEDIA BRIEFING NOTE-FY 2015-16 PERFORMANCE.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/MEDIA%20BRIEFING%20NOTE-FY%202015-16%20PERFORMANCE.pdf
10336,Local Government Releases,2015/16,"Quarter Four Release for Non-Wage Recurrent Conditional Grants transferred Directly to Town Councils,Schools, Health Units and Tertiary Institutions FY 2015-16.pdf",https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/Quarter%20Four%20Release%20for%20Non-Wage%20Recurrent%20Conditional%20Grants%20transferred%20Directly%20to%20Town%20Councils%2CSchools%2C%20Health%20Units%20and%20Tertiary%20Institutions%20FY%202015-16.pdf
10337,Local Government Releases,2015/16,"Quarter Four Release for Non-Wage Recurrent Conditional Grants transferred Directly to Town Councils,Schools, Health Units and Tertiary Institutions FY 2015-16.pdf",https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/Quarter%20Four%20Release%20for%20Non-Wage%20Recurrent%20Conditional%20Grants%20transferred%20Directly%20to%20Town%20Councils%2CSchools%2C%20Health%20Units%20and%20Tertiary%20Institutions%20FY%202015-16.pdf
10338,Local Government Releases,2015/16,"Quarter Four Release for Non-Wage Recurrent Conditional Grants transferred Directly to Town Councils,Schools, Health Units and Tertiary Institutions FY 2015-16.pdf",https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/Quarter%20Four%20Release%20for%20Non-Wage%20Recurrent%20Conditional%20Grants%20transferred%20Directly%20to%20Town%20Councils%2CSchools%2C%20Health%20Units%20and%20Tertiary%20Institutions%20FY%202015-16.pdf
10339,Local Government Releases,2015/16,FOURTH QUARTER CASH LIMITS FOR FY 2015-16.pdf,https://budget.finance.go.ug/sites/default/files/National%20LG%20Reports%20/FOURTH%20QUARTER%20CASH%20LIMITS%20FOR%20FY%202015-16.pdf
10340,Local Government Performance Reports,2015/16,Amuria.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Amuria.pdf
10341,Local Government Performance Reports,2015/16,Bududa.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bududa.pdf
10342,Local Government Performance Reports,2015/16,Ibanda DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Ibanda%20DLG.pdf
10343,Local Government Performance Reports,2015/16,Rukungiri DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Rukungiri%20DLG.pdf
10344,Local Government Performance Reports,2015/16,Soroti MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Soroti%20MC.pdf
10345,Local Government Performance Reports,2015/16,Lira MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Lira%20MC.pdf
10346,Local Government Performance Reports,2015/16,Mitooma.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mitooma.pdf
10347,Local Government Performance Reports,2015/16,Masaka MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Masaka%20MC_0.pdf
10348,Local Government Performance Reports,2015/16,Buikwe.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Buikwe_0.pdf
10349,Local Government Performance Reports,2015/16,Bukwo.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bukwo.pdf
10350,Local Government Performance Reports,2015/16,Butambala.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Butambala.pdf
10351,Local Government Performance Reports,2015/16,Buyende.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Buyende.pdf
10352,Local Government Performance Reports,2015/16,Jinja MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Jinja%20MC.pdf
10353,Local Government Performance Reports,2015/16,Kitgum DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kitgum%20DLG.pdf
10354,Local Government Performance Reports,2015/16,Mayuge.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mayuge.pdf
10355,Local Government Performance Reports,2015/16,Mbarara MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mbarara%20MC_0.pdf
10356,Local Government Performance Reports,2015/16,Mpigi.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mpigi.pdf
10357,Local Government Performance Reports,2015/16,Rubirizi.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Rubirizi.pdf
10358,Local Government Performance Reports,2015/16,Kamwenge.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kamwenge.pdf
10359,Local Government Performance Reports,2015/16,Masindi DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Masindi%20DLG.pdf
10360,Local Government Performance Reports,2015/16,Masindi MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Masindi%20MC_0.pdf
10361,Local Government Performance Reports,2015/16,Kiruhura.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kiruhura.pdf
10362,Other,2015/16,Semi Annual Debt Statistical Bulletin - December 2015 Issue No. 4.pdf,https://budget.finance.go.ug/sites/default/files/Semi%20Annual%20Debt%20Statistical%20Bulletin%20-%20December%202015%20Issue%20No.%204.pdf
10363,Circulars and Instructions,2015/16,DETAILED ALLOCATION OF QUARTER 4 FY 2015-16.pdf,https://budget.finance.go.ug/sites/default/files/DETAILED%20ALLOCATION%20OF%20QUARTER%204%20FY%202015-16.pdf
10364,Local Government Performance Reports,2015/16,Nakapiripirit.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nakapiripirit.pdf
10365,Local Government Performance Reports,2015/16,Entebbe MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Entebbe%20MC_0.pdf
10366,Local Government Performance Reports,2015/16,Butaleja.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Butaleja.pdf
10367,Local Government Performance Reports,2015/16,Maracha.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Maracha.pdf
10368,Local Government Performance Reports,2015/16,Hoima DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Hoima%20DLG.pdf
10369,Local Government Performance Reports,2015/16,Masaka DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Masaka%20DLG.pdf
10370,Local Government Performance Reports,2015/16,Kween.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kween.pdf
10371,Local Government Performance Reports,2015/16,Kasese.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kasese.pdf
10372,Local Government Performance Reports,2015/16,Tororo DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Tororo%20DLG.pdf
10373,Local Government Performance Reports,2015/16,Arua MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Arua%20MC_0.pdf
10374,Local Government Performance Reports,2015/16,Bushenyi-Ishaka.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bushenyi-Ishaka.pdf
10375,Local Government Performance Reports,2015/16,Kibaale.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kibaale.pdf
10376,Local Government Performance Reports,2015/16,Kiboga.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kiboga.pdf
10377,Local Government Performance Reports,2015/16,Kole.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kole.pdf
10378,Local Government Performance Reports,2015/16,Luuka.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Luuka.pdf
10379,Local Government Performance Reports,2015/16,Mukono MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mukono%20MC_0.pdf
10380,Local Government Performance Reports,2015/16,Ntungamo DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Ntungamo%20DLG.pdf
10381,Local Government Performance Reports,2015/16,Ntungamo MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Ntungamo%20MC.pdf
10382,Local Government Performance Reports,2015/16,Otuke.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Otuke_0.pdf
10383,Local Government Performance Reports,2015/16,Kisoro DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kisoro%20DLG.pdf
10384,Local Government Performance Reports,2015/16,Bushenyi DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bushenyi%20DLG.pdf
10385,Local Government Performance Reports,2015/16,Rukungiri MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Rukungiri%20MC_0.pdf
10386,Local Government Performance Reports,2015/16,Serere.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Serere.pdf
10387,Local Government Performance Reports,2015/16,Kalangala.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kalangala.pdf
10388,Local Government Performance Reports,2015/16,Alebtong.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Alebtong.pdf
10389,Local Government Performance Reports,2015/16,Sheema.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Sheema_0.pdf
10390,Local Government Performance Reports,2015/16,Tororo MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Tororo%20MC.pdf
10391,Local Government Performance Reports,2015/16,Koboko.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Koboko.pdf
10392,Local Government Performance Reports,2015/16,Lira.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Lira.pdf
10393,Local Government Performance Reports,2015/16,Gulu DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Gulu%20DLG.pdf
10394,Local Government Performance Reports,2015/16,Mubende.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mubende.pdf
10395,Local Government Performance Reports,2015/16,Adjumani.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Adjumani.pdf
10396,Local Government Performance Reports,2015/16,Pader.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Pader.pdf
10397,Local Government Performance Reports,2015/16,Buliisa.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Buliisa.pdf
10398,Local Government Performance Reports,2015/16,Kyegegwa.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kyegegwa_0.pdf
10399,Local Government Performance Reports,2015/16,Iganga MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Iganga%20MC_0.pdf
10400,Local Government Performance Reports,2015/16,Apac .pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Apac%20.pdf
10401,Local Government Performance Reports,2015/16,Buvuma.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Buvuma.pdf
10402,Local Government Performance Reports,2015/16,Kaabong.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kaabong.pdf
10403,Local Government Performance Reports,2015/16,Kyankwanzi.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kyankwanzi_0.pdf
10404,Local Government Performance Reports,2015/16,Luwero.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Luwero.pdf
10405,Local Government Performance Reports,2015/16,Kalungu.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kalungu_1.pdf
10406,Local Government Performance Reports,2015/16,Kayunga.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kayunga.pdf
10407,Local Government Performance Reports,2015/16,Kanungu.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kanungu.pdf
10408,Local Government Performance Reports,2015/16,Hoima MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Hoima%20MC.pdf
10409,Local Government Performance Reports,2015/16,Kasese MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kasese%20MC_1.pdf
10410,Local Government Performance Reports,2015/16,Lyantonde.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Lyantonde_0.pdf
10411,Local Government Performance Reports,2015/16,Nwoya .pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nwoya%20.pdf
10412,Local Government Performance Reports,2015/16,Mbarara DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mbarara%20DLG.pdf
10413,Local Government Performance Reports,2015/16,Kamuli.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kamuli.pdf
10414,Local Government Performance Reports,2015/16,Kabale MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kabale%20MC.pdf
10415,Local Government Performance Reports,2015/16,Moroto DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Moroto%20DLG.pdf
10416,Local Government Performance Reports,2015/16,Soroti DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Soroti%20DLG.pdf
10417,Sector Budget Performance Summary,2015/16,Accountability.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Accountability_0.pdf
10418,Sector Budget Performance Summary,2015/16,Agriculture.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Agriculture_0.pdf
10419,Sector Budget Performance Summary,2015/16,Education.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Education_0.pdf
10420,Sector Budget Performance Summary,2015/16,Energy and Mineral Development.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Energy%20and%20Mineral%20Development_0.pdf
10421,Sector Budget Performance Summary,2015/16,Health.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Health_0.pdf
10422,Sector Budget Performance Summary,2015/16,ICT.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/ICT.pdf
10423,Sector Budget Performance Summary,2015/16,"Justice,Law and Order.pdf",https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Justice%2CLaw%20and%20Order.pdf
10424,Sector Budget Performance Summary,2015/16,"Lands,Housing and Urban Development.pdf",https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Lands%2CHousing%20and%20Urban%20Development.pdf
10425,Sector Budget Performance Summary,2015/16,Legislature.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Legislature_0.pdf
10426,Sector Budget Performance Summary,2015/16,Public Administration.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Public%20Administration_0.pdf
10427,Sector Budget Performance Summary,2015/16,Public Sector Management.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Public%20Sector%20Management_0.pdf
10428,Sector Budget Performance Summary,2015/16,Security.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Security_0.pdf
10429,Sector Budget Performance Summary,2015/16,"Tourism,Trade and Industry.pdf",https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Tourism%2CTrade%20and%20Industry.pdf
10430,Sector Budget Performance Summary,2015/16,Water and Environment.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Water%20and%20Environment_0.pdf
10431,Sector Budget Performance Summary,2015/16,Works and Transport.pdf,https://budget.finance.go.ug/sites/default/files/Sector%20Budget%20Docs/Works%20and%20Transport_0.pdf
10432,Local Government Performance Reports,2015/16,Fort Portal MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Fort%20Portal%20MC.pdf
10433,Local Government Performance Reports,2015/16,Amudat.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Amudat.pdf
10434,Local Government Performance Reports,2015/16,Namutumba.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Namutumba.pdf
10435,Local Government Performance Reports,2015/16,Iganga.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Iganga.pdf
10436,Local Government Performance Reports,2015/16,Kabale DLG.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kabale%20DLG_0.pdf
10437,Local Government Performance Reports,2015/16,Kumi.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kumi.pdf
10438,Local Government Performance Reports,2015/16,Sembabule.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Sembabule.pdf
10439,"Salary arrears, pension and gratuity",2015/16,"Overview of Guidelines for the Decentralised Processing of Government Salaries, Pension and Gratuity.pdf",https://budget.finance.go.ug/sites/default/files/National%20Budget%20docs/Overview%20of%20Guidelines%20for%20the%20Decentralised%20Processing%20of%20Government%20Salaries%2C%20Pension%20and%20Gratuity.pdf
10440,Local Government Performance Reports,2015/16,Gulu MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Gulu%20MC_0.pdf
10441,Local Government Performance Reports,2015/16,Bundibugyo.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bundibugyo.pdf
10442,Local Government Performance Reports,2015/16,Dokolo.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Dokolo.pdf
10443,Local Government Performance Reports,2015/16,Agago.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Agago_0.pdf
10444,Local Government Performance Reports,2015/16,Nakasongola.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nakasongola.pdf
10445,Local Government Performance Reports,2015/16,Amuru.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Amuru_1.pdf
10446,Local Government Performance Reports,2015/16,Kaberamaido.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kaberamaido.pdf
10447,Local Government Performance Reports,2015/16,Pallisa.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Pallisa_0.pdf
10448,Local Government Performance Reports,2015/16,Ntoroko.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Ntoroko.pdf
10449,Local Government Performance Reports,2015/16,Bugiri.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Bugiri.pdf
10450,Local Government Performance Reports,2015/16,Isingiro.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Isingiro.pdf
10451,Local Government Performance Reports,2015/16,Kapchorwa.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kapchorwa.pdf
10452,Local Government Performance Reports,2015/16,Moroto MC.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Moroto%20MC_0.pdf
10453,Local Government Performance Reports,2015/16,Wakiso.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Wakiso_0.pdf
10454,Local Government Performance Reports,2015/16,Mityana.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mityana.pdf
10455,Local Government Performance Reports,2015/16,Katakwi.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Katakwi.pdf
10456,Local Government Performance Reports,2015/16,Napak.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Napak.pdf
10457,Local Government Performance Reports,2015/16,Budaka.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Budaka.pdf
10458,Local Government Performance Reports,2015/16,Manafwa.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Manafwa.pdf
10459,Local Government Performance Reports,2015/16,Kaliro.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kaliro.pdf
10460,Local Government Performance Reports,2015/16,Gomba.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Gomba_0.pdf
10461,Local Government Performance Reports,2015/16,Sironko.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Sironko_1.pdf
10462,Local Government Performance Reports,2015/16,Abim.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Abim.pdf
10463,Local Government Performance Reports,2015/16,Ngora.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Ngora_1.pdf
10464,Local Government Performance Reports,2015/16,Nakaseke.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Nakaseke.pdf
10465,Local Government Performance Reports,2015/16,Kotido.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Kotido.pdf
10466,Local Government Performance Reports,2015/16,Yumbe.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Yumbe.pdf
10467,Local Government Performance Reports,2015/16,Mukono.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/Mukono.pdf
